Customer ID,frequency,monetary_total,n_purchase_days,n_orders_items,recency,tenure_days,customer_age,aov,rev_30d,rev_90d,rev_180d,rev_365d,revenue_growth_rate,revenue_trend_ratio,freq_rate,maturity,recent_ratio,avg_basket_rev,avg_basket_qty,avg_uniq_prods,max_order,order_cv,n_orders,q4_frac,weekend_ratio,fav_dow,n_countries,is_uk,cancel_count,return_rate,actual_holdout,pred_3stage,pred_xgb,p_buy,pred_tier,segment,health_score,health_grade
12378.0,1,1407.7,1,787,188,1,188,1407.7,0.0,0.0,0.0,1407.7,0.0,0.0,0.5,0.005291005291005291,0.0,1407.7,787.0,82.0,1407.7,0.0,1,0.0,0.0,2,1,0,0.0,0.0,0.0,142.9733233428924,162.84941,0.22868344,1,At Risk,11.6,F
12379.0,2,692.98,2,403,48,113,160,346.49,0.0,370.5,692.98,692.98,0.14844812662297507,1.1484481266229751,0.017543859649122806,0.012422360248447204,0.5338770569757053,346.49,201.5,19.5,370.5,0.09771581234734236,2,0.5338770569757056,0.0,2,1,0,1.0,0.3333333333333333,0.0,133.2100980004725,231.19026,0.31559518,1,Growth,19.7,F
12380.0,4,4782.84,3,2204,91,198,288,1195.71,0.0,0.0,3274.19,4782.84,0.0,0.0,0.020100502512562814,0.010380622837370242,0.0,1195.71,551.0,41.75,1585.95,0.3712824008143129,4,0.0,0.0,1,1,0,4.0,0.8,0.0,769.2436387966954,1519.1509,0.30391476,2,High Value,17.4,F
12385.0,1,1668.4,1,594,5,1,5,1668.4,1668.4,1668.4,1668.4,1668.4,0.0,0.0,0.5,0.16666666666666666,0.9994009823888822,1668.4,594.0,64.0,1668.4,0.0,1,0.9994009823888822,0.0,3,1,0,1.0,0.5,0.0,931.4038958814926,763.4999,0.28168535,2,At Risk,22.0,D
12387.0,1,143.94,1,134,41,1,41,143.94,0.0,143.94,143.94,143.94,0.0,0.0,0.5,0.023809523809523808,0.9931005933489719,143.94,134.0,9.0,143.94,0.0,1,0.9931005933489719,0.0,2,1,0,0.0,0.0,0.0,11.094251565261402,81.889984,0.081342965,0,At Risk,19.6,F
12388.0,2,1120.45,2,539,71,137,208,560.225,0.0,658.83,658.83,1120.45,0.0,0.0,0.014492753623188406,0.009569377990430622,0.5874804940032993,560.225,269.5,23.0,658.83,0.24847169730108076,2,0.0,0.0,3,1,0,0.0,0.0,766.25,348.6478820468128,187.10587,0.4823756,1,Growth,18.2,F
12389.0,3,1433.33,3,614,28,254,281,477.77666666666664,870.3,870.3,870.3,1433.33,0.0,0.0,0.011764705882352941,0.010638297872340425,0.606764133776746,477.77666666666664,204.66666666666666,16.333333333333332,870.3,0.7506581727067704,3,0.6067641337767459,0.0,1,1,0,0.0,0.0,0.0,169.44379007098178,266.99472,0.33570835,1,Growth,20.8,D
12391.0,5,2285.18,4,911,90,199,288,457.03599999999994,0.0,0.0,382.99,2285.18,0.0,0.0,0.025,0.01384083044982699,0.0,457.03600000000006,182.2,33.4,1000.5,0.8699337712054837,5,0.0,0.0,2,1,0,1.0,0.16666666666666666,0.0,319.96355966161354,350.4698,0.20046885,2,At Risk,17.4,F
12392.0,1,234.75000000000003,1,73,217,1,217,234.75000000000003,0.0,0.0,0.0,234.75000000000003,0.0,0.0,0.5,0.0045871559633027525,0.0,234.75000000000003,73.0,7.0,234.75000000000003,0.0,1,0.0,0.0,1,1,0,0.0,0.0,0.0,24.339548688195237,81.889984,0.14511795,0,At Risk,9.9,F
12393.0,2,816.85,2,495,8,47,54,408.425,513.05,816.85,816.85,816.85,0.0,0.0,0.041666666666666664,0.03636363636363636,0.9987772818976585,408.42499999999995,247.5,21.5,513.05,0.36138998342378953,2,0.9987772818976585,0.0,0,1,0,1.0,0.3333333333333333,1061.1000000000001,734.6442623253606,257.85095,0.63135916,2,Growth,21.7,D
12395.0,3,1558.54,3,1078,32,197,228,519.5133333333333,0.0,289.72,523.1,1558.54,0.24037887191739923,1.2403788719173992,0.015151515151515152,0.013100436681222707,0.18577272785564977,519.5133333333333,359.3333333333333,27.666666666666668,1035.44,0.8600985127984432,3,0.18577272785564972,0.0,4,1,0,3.0,0.75,1389.72,1093.0702555292373,618.05695,0.80498874,2,Growth,20.9,D
12396.0,1,931.43,1,591,300,1,300,931.43,0.0,0.0,0.0,931.43,0.0,0.0,0.5,0.0033222591362126247,0.0,931.43,591.0,65.0,931.43,0.0,1,0.0,0.0,2,1,0,0.0,0.0,0.0,75.1775024380322,157.53716,0.14423095,1,At Risk,5.4,F
12399.0,3,808.65,3,1017,11,260,270,269.55,299.20000000000005,299.20000000000005,617.6700000000001,808.65,-0.060318652768648014,0.939681347231352,0.011494252873563218,0.01107011070110701,0.3695423948619775,269.55,339.0,16.0,318.47,0.25400994305049984,3,0.3695423948619773,0.0,4,1,0,0.0,0.0,723.95,498.7373434494293,279.23364,0.7026919,1,Growth,21.4,D
12400.0,1,205.25,1,91,40,1,40,205.25,0.0,205.25,205.25,205.25,0.0,0.0,0.5,0.024390243902439025,0.9951515151515151,205.25,91.0,11.0,205.25,0.0,1,0.9951515151515151,0.0,3,1,0,0.0,0.0,0.0,33.97722017166825,81.678345,0.28447264,0,At Risk,19.7,F
12402.0,5,941.3,5,484,18,278,296,188.26,140.65,276.05,465.95,941.3,0.45128339444735466,1.4512833944473547,0.017921146953405017,0.016835016835016835,0.2929534118645867,188.26,96.8,10.8,298.65,0.3483177608102224,5,0.14926244295871802,0.48148148148148145,6,1,0,1.0,0.16666666666666666,195.6,166.98608971695649,360.78885,0.8233452,0,Growth,22.2,D
12403.0,1,555.6600000000001,1,162,147,1,147,555.6600000000001,0.0,0.0,555.6600000000001,555.6600000000001,0.0,0.0,0.5,0.006756756756756757,0.0,555.6600000000001,162.0,3.0,555.6600000000001,0.0,1,0.0,0.0,1,1,0,1.0,0.5,0.0,88.54882359048315,184.37709,0.14152834,1,At Risk,13.8,F
12404.0,1,63.24,1,1,308,1,308,63.24,0.0,0.0,0.0,63.24,0.0,0.0,0.5,0.003236245954692557,0.0,63.24,1.0,1.0,63.24,0.0,1,0.0,0.0,1,1,0,0.0,0.0,0.0,1.0895466792332513,70.15812,0.008060714,0,At Risk,4.9,F
12406.0,3,2975.06,3,1598,25,298,323,991.6866666666666,1345.8600000000001,1345.8600000000001,1345.8600000000001,2975.06,0.0,0.0,0.010033444816053512,0.009259259259259259,0.45222878570996555,991.6866666666668,532.6666666666666,20.333333333333332,1345.8600000000001,0.3161827410773855,3,0.45222878570996566,0.0,4,1,0,2.0,0.5,0.0,291.07888290081974,528.8602,0.16490729,2,At Risk,21.1,D
12408.0,3,1287.22,3,809,11,113,124,429.0733333333333,823.06,1108.12,1287.22,1287.22,5.158356468628539,6.158356468628539,0.02631578947368421,0.024,0.8601946872428622,429.07333333333327,269.6666666666667,17.0,823.06,0.8028658265433529,3,0.6389126080948907,0.0,4,1,0,6.0,1.5,762.59,721.6396423820697,924.5816,0.95828474,1,Growth,31.1,D
12409.0,4,12346.619999999999,4,7592,46,145,191,3086.6549999999997,0.0,5231.0599999999995,5544.14,12346.619999999999,10.0,16.658367294956697,0.0273972602739726,0.020833333333333332,0.42364925386430746,3086.6549999999997,1898.0,38.75,6802.48,1.1154024358279386,4,0.42364925386430746,0.5612903225806452,6,1,0,6.0,1.2,0.0,2193.1937902484788,904.0368,0.36013323,2,VIP,39.8,D
12410.0,1,240.38,1,128,128,1,128,240.38,0.0,0.0,240.38,240.38,0.0,0.0,0.5,0.007751937984496124,0.0,240.38,128.0,13.0,240.38,0.0,1,0.0,1.0,6,1,0,1.0,0.5,533.33,222.19513861053383,178.4533,0.41920266,1,Growth,14.8,F
12411.0,1,346.9,1,138,35,1,35,346.9,0.0,346.9,346.9,346.9,0.0,0.0,0.5,0.027777777777777776,0.9971256108077033,346.9,138.0,22.0,346.9,0.0,1,0.9971256108077033,0.0,1,1,0,0.0,0.0,0.0,20.447198148265215,106.71364,0.15316448,0,At Risk,20.0,D
12412.0,3,1262.05,3,1162,28,138,165,420.68333333333334,175.26,175.26,1262.05,1262.05,-0.8379650484008863,0.1620349515991138,0.02158273381294964,0.018072289156626505,0.13875935236134754,420.68333333333334,387.3333333333333,21.0,634.88,0.5487427890996749,3,0.13875935236134754,0.0,4,1,0,2.0,0.5,0.0,708.8899463053203,686.4847,0.4172838,2,Growth,19.1,F
12413.0,1,185.35,1,31,28,1,28,185.35,185.35,185.35,185.35,185.35,0.0,0.0,0.5,0.034482758620689655,0.9946337536892943,185.35,31.0,12.0,185.35,0.0,1,0.9946337536892943,0.0,1,1,0,2.0,1.0,509.90000000000003,407.62843287046417,240.20961,0.7968898,1,Growth,20.3,D
12414.0,1,90.0,1,192,89,1,89,90.0,0.0,90.0,90.0,90.0,0.0,0.0,0.5,0.011111111111111112,0.989010989010989,90.0,192.0,7.0,90.0,0.0,1,0.0,0.0,3,1,0,2.0,1.0,442.41,383.5025243595828,221.72688,0.84929496,1,Growth,16.9,F
12415.0,4,19468.84,4,14070,1,153,153,4867.21,16554.88,16805.86,19468.84,19468.84,5.308928745711304,6.308928745711304,0.025974025974025976,0.025974025974025976,0.863174016838351,4867.21,3517.5,52.25,16554.88,1.6126217707890864,4,0.863174016838351,0.0,0,1,0,5.0,1.0,50533.9,43335.74204609962,49700.246,0.8611712,2,VIP,36.9,D
12416.0,1,202.56,1,132,282,1,282,202.56,0.0,0.0,0.0,202.56,0.0,0.0,0.5,0.0035335689045936395,0.0,202.56,132.0,11.0,202.56,0.0,1,0.0,1.0,6,1,0,0.0,0.0,0.0,10.518245047751407,136.68785,0.08084126,0,At Risk,6.3,F
12417.0,11,2772.31,11,1308,36,324,359,252.02818181818182,0.0,1023.0600000000001,1475.8600000000001,2772.31,1.2566328779197884,2.256632877919788,0.033846153846153845,0.030555555555555555,0.36889493060638734,252.02818181818182,118.9090909090909,15.181818181818182,418.54,0.43006436560104794,11,0.38072195318951,0.10179640718562874,4,2,0,7.0,0.5833333333333334,1272.08,1427.7361710604455,1416.695,0.982736,2,Growth,23.6,D
12418.0,3,1352.62,3,681,39,217,256,450.8733333333333,0.0,473.31,473.31,1352.62,0.0,0.0,0.013761467889908258,0.011673151750972763,0.3496623867850653,450.8733333333334,227.0,22.666666666666668,535.37,0.21613881155950299,3,0.3496623867850653,0.0,4,1,0,1.0,0.25,0.0,273.0294277757057,289.7805,0.4702412,1,Growth,20.1,D
12419.0,2,391.01,2,227,11,28,39,195.505,152.1,391.01,391.01,391.01,0.0,0.0,0.06896551724137931,0.05,0.9974490446672278,195.505,113.5,11.5,238.91000000000003,0.3123785128867164,2,0.9974490446672278,0.0,4,1,0,0.0,0.0,0.0,68.52413849713548,135.77438,0.4350424,0,Growth,21.4,D
12421.0,2,235.56,2,166,41,91,131,117.78,0.0,185.76,235.56,235.56,2.6763779527559053,3.6763779527559057,0.021739130434782608,0.015151515151515152,0.7852553263442678,117.78,83.0,9.0,185.76,0.8093806867328086,2,0.7852553263442679,0.0,2,1,0,2.0,0.6666666666666666,129.45,106.68801646530756,202.94464,0.82818514,0,Growth,24.6,D
12422.0,9,2955.79,9,2212,20,328,347,328.4211111111111,289.95,1190.17,1417.9,2955.79,4.207755869365628,5.207755869365628,0.02735562310030395,0.02586206896551724,0.40252097714075064,328.4211111111111,245.77777777777777,13.777777777777779,662.25,0.49626103673758004,9,0.33363884482834427,0.1693548387096774,3,2,0,4.0,0.4,238.5,229.28942382988953,924.7936,0.97841257,0,Growth,29.7,D
12423.0,2,667.08,2,448,13,79,91,333.54,404.28000000000003,404.28000000000003,667.08,667.08,0.5363153904473086,1.5363153904473086,0.025,0.021739130434782608,0.6051371093282242,333.54,224.0,19.0,404.28000000000003,0.2990418706351191,2,0.6051371093282241,0.0,2,2,0,1.0,0.3333333333333333,1216.77,982.7974312293227,241.63692,0.76941466,2,Growth,22.3,D
12424.0,2,1579.07,2,1285,48,126,174,789.535,0.0,1132.53,1579.07,1579.07,1.532801537292756,2.5328015372927557,0.015748031496062992,0.011428571428571429,0.7167593840779206,789.535,642.5,31.0,1132.53,0.6135948197437935,2,0.7167593840779206,0.0,2,1,0,3.0,1.0,0.0,464.6739918297244,865.15015,0.26498833,2,At Risk,22.4,D
12425.0,1,964.21,1,651,74,1,74,964.21,0.0,964.21,964.21,964.21,0.0,0.0,0.5,0.013333333333333334,0.998963956030294,964.21,651.0,55.0,964.21,0.0,1,0.0,0.0,4,1,0,1.0,0.5,0.0,113.49380967815341,289.36758,0.18825081,1,At Risk,18.0,F
12426.0,1,690.48,1,322,288,1,288,690.48,0.0,0.0,0.0,690.48,0.0,0.0,0.5,0.0034602076124567475,0.0,690.48,322.0,46.0,690.48,0.0,1,0.0,0.0,0,1,0,1.0,0.5,510.73,135.30091532344704,192.01494,0.2717976,1,At Risk,6.0,F
12429.0,4,2454.01,2,1333,67,106,172,613.5025,0.0,1046.65,2454.01,2454.01,-0.2561205941662643,0.7438794058337357,0.037383177570093455,0.011560693641618497,0.4263322756322785,613.5024999999999,333.25,14.0,1016.05,0.7219974523125584,4,0.0,0.0,4,1,0,1.0,0.2,1519.48,1157.3352968538893,846.94183,0.7244181,2,Growth,18.4,F
12431.0,10,3787.27,10,1689,35,285,319,378.727,0.0,492.75,1954.51,3787.27,-0.6624531707183681,0.337546829281632,0.03496503496503497,0.03125,0.13007256610537263,378.727,168.9,15.3,985.27,0.6882458782667069,10,0.0965480285196145,0.0,4,2,0,6.0,0.5454545454545454,3016.03,2614.5569035221124,1659.6478,0.98497343,2,High Value,20.0,D
12433.0,3,3418.27,3,2463,25,77,102,1139.4233333333334,2292.18,3265.87,3418.27,3418.27,10.0,21.296414602346804,0.038461538461538464,0.02912621359223301,0.955136622729413,1139.4233333333334,821.0,46.333333333333336,2292.18,0.9465559854303656,3,0.6703711610957895,0.0,4,1,0,1.0,0.25,3787.12,3526.9713117815554,2811.0027,0.9394989,2,High Value,39.8,D
12434.0,1,297.29,1,138,7,1,7,297.29,297.29,297.29,297.29,297.29,0.0,0.0,0.5,0.125,0.9966475577458178,297.29,138.0,20.0,297.29,0.0,1,0.9966475577458178,0.0,1,1,0,2.0,1.0,286.25,179.9597154215553,283.13467,0.65070826,0,Growth,21.5,D
12435.0,4,6096.04,4,2903,22,341,363,1524.01,2520.84,2520.84,4359.16,6096.04,0.3710719178826959,1.371071917882696,0.011695906432748537,0.01098901098901099,0.4134530854316193,1524.01,725.75,19.0,2520.84,0.5341925468947379,4,0.5787792108957789,0.0,3,1,0,0.0,0.0,3978.9900000000002,3686.77198381137,3871.1565,0.93975705,2,High Value,22.6,D
12437.0,20,6834.99,19,5028,21,342,363,341.7495,681.41,2164.96,2926.97,6834.99,1.8387046041336288,2.838704604133629,0.05830903790087463,0.0521978021978022,0.31670028774179015,341.7495,251.4,17.25,1651.61,0.9909299675869992,20,0.3076072375764154,0.06956521739130435,1,1,0,8.0,0.38095238095238093,1759.09,1946.3313102559769,2236.8347,0.9947239,2,High Value,27.0,D
12439.0,2,1142.88,2,478,308,44,351,571.44,0.0,0.0,0.0,1142.88,0.0,0.0,0.044444444444444446,0.005681818181818182,0.0,571.44,239.0,35.5,1066.3600000000001,1.2227003289247647,2,0.9322306535650591,0.0,0,1,0,1.0,0.3333333333333333,0.0,389.49680772444117,261.30075,0.18508074,2,At Risk,5.1,F
12440.0,2,739.2,2,328,88,256,343,369.6,0.0,250.69,250.69,739.2,0.0,0.0,0.007782101167315175,0.005813953488372093,0.3386787354768981,369.6,164.0,15.0,488.51,0.4537618313593759,2,0.6599702783031612,0.0,1,1,0,1.0,0.3333333333333333,0.0,50.77324193602408,184.65228,0.21521051,0,At Risk,17.2,F
12443.0,1,365.31,1,179,358,1,358,365.31,0.0,0.0,0.0,365.31,0.0,0.0,0.5,0.002785515320334262,0.0,365.31,179.0,20.0,365.31,0.0,1,0.9972700717971117,0.0,0,1,0,0.0,0.0,0.0,16.0218340612131,111.220856,0.03363632,1,At Risk,2.2,F
12445.0,1,301.58000000000004,1,144,46,1,46,301.58000000000004,0.0,301.58000000000004,301.58000000000004,301.58000000000004,0.0,0.0,0.5,0.02127659574468085,0.9966950889021086,301.58000000000004,144.0,20.0,301.58000000000004,0.0,1,0.9966950889021086,0.0,4,1,0,1.0,0.5,0.0,125.0572993761125,129.5792,0.28600156,1,At Risk,19.4,F
12449.0,1,678.6,1,724,64,1,64,678.6,0.0,678.6,678.6,678.6,0.0,0.0,0.5,0.015384615384615385,0.9985285462036492,678.6,724.0,9.0,678.6,0.0,1,0.0,0.0,0,1,0,0.0,0.0,0.0,125.05505400789207,197.02737,0.076523505,2,At Risk,18.5,F
12450.0,3,490.32,3,314,25,76,100,163.44,236.3,341.90000000000003,490.32,490.32,1.2948735109088476,2.2948735109088476,0.03896103896103896,0.0297029702970297,0.6958804852234797,163.44000000000003,104.66666666666667,9.666666666666666,236.3,0.4052055176208037,3,0.4809492794919808,0.3793103448275862,4,1,0,2.0,0.5,0.0,82.134791618304,258.2756,0.45335662,0,Growth,23.1,D
12451.0,3,3634.36,2,2784,89,67,155,1211.4533333333334,0.0,1483.09,3634.36,3634.36,-0.3104536140911689,0.6895463859088311,0.04411764705882353,0.01282051282051282,0.40796234760793976,1211.4533333333334,928.0,52.333333333333336,2151.27,0.8579398306287613,3,0.0,0.0,0,1,0,2.0,0.5,5307.82,4390.182196601352,2742.3027,0.85686934,2,High Value,17.1,F
12454.0,3,12931.44,3,6696,21,26,47,4310.4800000000005,4098.96,12931.44,12931.44,12931.44,0.0,0.0,0.1111111111111111,0.0625,0.9999226750713709,4310.4800000000005,2232.0,8.0,4733.52,0.08497392700812,3,0.9999226750713709,0.0,1,1,0,4.0,1.0,0.0,4941.904162667779,1469.4932,0.46737984,2,VIP,24.7,D
12455.0,4,3383.09,4,1211,71,277,347,845.7725,0.0,468.14,468.14,3383.09,0.0,0.0,0.014388489208633094,0.011494252873563218,0.1383355643614679,845.7725,302.75,33.75,1636.43,0.6437694926283051,4,0.48356574440987077,0.0,4,1,0,0.0,0.0,1683.9,1330.6268121810572,688.6818,0.78358483,2,High Value,18.6,F
12457.0,1,512.68,1,248,61,1,61,512.68,0.0,512.68,512.68,512.68,0.0,0.0,0.5,0.016129032258064516,0.9980532627316617,512.68,248.0,21.0,512.68,0.0,1,0.0,0.0,3,1,0,6.0,3.0,907.25,717.8782918958423,529.5012,0.8146278,1,Growth,18.6,F
12458.0,2,715.09,2,477,53,61,113,357.545,0.0,369.48,715.09,715.09,0.06886702634084418,1.0688670263408442,0.03225806451612903,0.017543859649122806,0.5159686631568657,357.545,238.5,22.0,369.48,0.04707537092114767,2,0.5159686631568657,0.0,4,1,0,0.0,0.0,361.92,184.6256974904045,183.19322,0.5010609,1,Growth,19.3,F
12459.0,1,398.36,1,256,231,1,231,398.36,0.0,0.0,0.0,398.36,0.0,0.0,0.5,0.004310344827586207,0.0,398.36,256.0,22.0,398.36,0.0,1,0.0,0.0,1,1,0,0.0,0.0,0.0,44.52418644986551,109.01348,0.08729268,1,At Risk,9.1,F
12460.0,1,296.65,1,168,82,1,82,296.65,0.0,296.65,296.65,296.65,0.0,0.0,0.5,0.012048192771084338,0.996640349403662,296.65,168.0,17.0,296.65,0.0,1,0.0,0.0,3,1,0,0.0,0.0,0.0,63.50583062835176,90.11357,0.31065127,0,Growth,17.4,F
